2025-09-12 14:19:59,419 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:45:00,996 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:45:00,997 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:45:01,023 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:58998 | Status:SYSTEM
2025-09-12 14:45:01,048 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:58998 | Status:SYSTEM
2025-09-12 14:45:32,048 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:58998 | Status:SYSTEM
2025-09-12 14:45:32,048 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:45:32,914 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59000 | Status:SYSTEM
2025-09-12 14:45:33,024 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59000 | Status:SYSTEM
2025-09-12 14:46:03,890 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59000 | Status:SYSTEM
2025-09-12 14:46:03,891 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:46:04,441 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59002 | Status:SYSTEM
2025-09-12 14:46:04,702 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59002 | Status:SYSTEM
2025-09-12 14:46:44,867 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59002 | Status:SYSTEM
2025-09-12 14:46:44,868 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:46:44,937 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59004 | Status:SYSTEM
2025-09-12 14:46:45,315 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59004 | Status:SYSTEM
2025-09-12 14:47:16,938 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59004 | Status:SYSTEM
2025-09-12 14:47:16,938 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:47:17,757 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59006 | Status:SYSTEM
2025-09-12 14:47:18,090 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59006 | Status:SYSTEM
2025-09-12 14:47:43,370 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59006 | Status:SYSTEM
2025-09-12 14:47:43,370 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:47:43,891 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59008 | Status:SYSTEM
2025-09-12 14:47:44,401 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59008 | Status:SYSTEM
2025-09-12 14:48:14,142 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59008 | Status:SYSTEM
2025-09-12 14:48:14,143 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:48:15,500 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59010 | Status:SYSTEM
2025-09-12 14:48:15,605 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59010 | Status:SYSTEM
2025-09-12 14:48:41,393 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 14:48:41,394 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 14:48:41,407 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:48:59,156 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:48:59,156 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 14:48:59,157 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:48:59,171 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:48:59,172 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:48:59,213 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59968 | Status:SYSTEM
2025-09-12 14:48:59,233 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59968 | Status:SYSTEM
2025-09-12 14:48:59,267 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:05,608 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 14:49:05,609 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 14:49:05,625 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:09,884 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:49:09,885 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 14:49:09,885 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:49:09,898 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:49:09,899 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:49:10,119 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59978 | Status:SYSTEM
2025-09-12 14:49:10,156 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59978 | Status:SYSTEM
2025-09-12 14:49:18,296 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:28,537 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:31,100 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:41,841 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59978 | Status:SYSTEM
2025-09-12 14:49:41,842 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:49:43,900 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59980 | Status:SYSTEM
2025-09-12 14:49:45,230 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59980 | Status:SYSTEM
2025-09-12 14:49:45,712 - INFO - Event:PROCESSING_BATCH | Details:Processing 8 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:50:09,196 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59980 | Status:SYSTEM
2025-09-12 14:50:09,197 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:50:09,602 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59982 | Status:SYSTEM
2025-09-12 14:50:09,631 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59982 | Status:SYSTEM
2025-09-12 14:50:43,026 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59982 | Status:SYSTEM
2025-09-12 14:50:43,028 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:50:43,157 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59984 | Status:SYSTEM
2025-09-12 14:50:43,832 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59984 | Status:SYSTEM
2025-09-12 14:51:04,283 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:59984 | Status:SYSTEM
2025-09-12 14:51:04,284 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:51:04,676 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:59986 | Status:SYSTEM
2025-09-12 14:51:05,481 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:59986 | Status:SYSTEM
2025-09-12 14:51:19,711 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 14:51:19,712 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 14:51:19,722 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:53:35,470 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:53:35,471 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 14:53:35,472 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:53:35,485 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:53:35,485 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:53:35,518 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44808 | Status:SYSTEM
2025-09-12 14:53:35,543 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44808 | Status:SYSTEM
2025-09-12 14:53:35,598 - INFO - Event:PROCESSING_BATCH | Details:Processing 4 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:53:37,680 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 1 | Status:SYSTEM
2025-09-12 14:53:39,758 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 2 | Status:SYSTEM
2025-09-12 14:53:41,851 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 3 | Status:SYSTEM
2025-09-12 14:53:43,929 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 4 | Status:SYSTEM
2025-09-12 14:54:07,531 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 14:54:07,532 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 14:54:07,550 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:54:08,809 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:54:08,811 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 14:54:08,812 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:54:08,829 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:54:08,831 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:54:08,832 - INFO - Event:STARTUP_QUEUE_CHECK | Details:Found 4 pending records from previous session | Status:SYSTEM
2025-09-12 14:54:09,172 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44824 | Status:SYSTEM
2025-09-12 14:54:09,737 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44824 | Status:SYSTEM
2025-09-12 14:54:40,151 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44824 | Status:SYSTEM
2025-09-12 14:54:40,152 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:54:40,625 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44826 | Status:SYSTEM
2025-09-12 14:54:41,254 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44826 | Status:SYSTEM
2025-09-12 14:55:02,090 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44826 | Status:SYSTEM
2025-09-12 14:55:02,091 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:55:02,753 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44828 | Status:SYSTEM
2025-09-12 14:55:03,086 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44828 | Status:SYSTEM
2025-09-12 14:55:33,803 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44828 | Status:SYSTEM
2025-09-12 14:55:33,804 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:55:34,553 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44830 | Status:SYSTEM
2025-09-12 14:55:35,001 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44830 | Status:SYSTEM
2025-09-12 14:56:05,210 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44830 | Status:SYSTEM
2025-09-12 14:56:05,211 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:56:07,289 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44832 | Status:SYSTEM
2025-09-12 14:56:09,504 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44832 | Status:SYSTEM
2025-09-12 14:56:38,315 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44832 | Status:SYSTEM
2025-09-12 14:56:38,316 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:56:38,387 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44834 | Status:SYSTEM
2025-09-12 14:56:38,897 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44834 | Status:SYSTEM
2025-09-12 14:57:08,837 - INFO - Event:RETRY_BATCH | Details:Processing 4 queued records | Status:SYSTEM
2025-09-12 14:57:09,957 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:44834 | Status:SYSTEM
2025-09-12 14:57:09,957 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:57:10,268 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:44836 | Status:SYSTEM
2025-09-12 14:57:10,674 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:44836 | Status:SYSTEM
2025-09-12 14:57:19,576 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 14:57:19,576 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 14:57:19,589 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:57:53,615 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 14:57:53,616 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 14:57:53,616 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:57:53,629 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 14:57:53,630 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 14:57:53,718 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48100 | Status:SYSTEM
2025-09-12 14:57:53,754 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48100 | Status:SYSTEM
2025-09-12 14:58:00,542 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:58:02,627 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 1 | Status:SYSTEM
2025-09-12 14:58:24,700 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48100 | Status:SYSTEM
2025-09-12 14:58:24,701 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:58:25,018 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48102 | Status:SYSTEM
2025-09-12 14:58:25,410 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48102 | Status:SYSTEM
2025-09-12 14:58:25,431 - INFO - Event:PROCESSING_BATCH | Details:Processing 2 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 14:58:27,512 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 2 | Status:SYSTEM
2025-09-12 14:58:29,590 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 3 | Status:SYSTEM
2025-09-12 14:58:57,140 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48102 | Status:SYSTEM
2025-09-12 14:58:57,141 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:58:57,203 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48104 | Status:SYSTEM
2025-09-12 14:58:57,338 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48104 | Status:SYSTEM
2025-09-12 14:59:28,695 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48104 | Status:SYSTEM
2025-09-12 14:59:28,696 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 14:59:28,752 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48106 | Status:SYSTEM
2025-09-12 14:59:28,799 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48106 | Status:SYSTEM
2025-09-12 15:00:00,003 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48106 | Status:SYSTEM
2025-09-12 15:00:00,004 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:00:00,848 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48108 | Status:SYSTEM
2025-09-12 15:00:01,258 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48108 | Status:SYSTEM
2025-09-12 15:00:20,950 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48108 | Status:SYSTEM
2025-09-12 15:00:20,950 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:00:22,149 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48110 | Status:SYSTEM
2025-09-12 15:00:22,449 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48110 | Status:SYSTEM
2025-09-12 15:00:42,217 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48110 | Status:SYSTEM
2025-09-12 15:00:42,218 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:00:42,825 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48112 | Status:SYSTEM
2025-09-12 15:00:42,949 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48112 | Status:SYSTEM
2025-09-12 15:00:53,638 - INFO - Event:RETRY_BATCH | Details:Processing 3 queued records | Status:SYSTEM
2025-09-12 15:01:08,125 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48112 | Status:SYSTEM
2025-09-12 15:01:08,126 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:01:09,323 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48114 | Status:SYSTEM
2025-09-12 15:01:09,354 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48114 | Status:SYSTEM
2025-09-12 15:01:49,802 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48114 | Status:SYSTEM
2025-09-12 15:01:49,803 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:01:50,111 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48116 | Status:SYSTEM
2025-09-12 15:01:50,912 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48116 | Status:SYSTEM
2025-09-12 15:02:22,563 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48116 | Status:SYSTEM
2025-09-12 15:02:22,564 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:02:22,628 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48118 | Status:SYSTEM
2025-09-12 15:02:22,701 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48118 | Status:SYSTEM
2025-09-12 15:02:53,521 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48118 | Status:SYSTEM
2025-09-12 15:02:53,521 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:02:53,879 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48120 | Status:SYSTEM
2025-09-12 15:02:54,211 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48120 | Status:SYSTEM
2025-09-12 15:03:24,259 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48120 | Status:SYSTEM
2025-09-12 15:03:24,259 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:03:24,320 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48122 | Status:SYSTEM
2025-09-12 15:03:24,426 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48122 | Status:SYSTEM
2025-09-12 15:03:54,909 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48122 | Status:SYSTEM
2025-09-12 15:03:54,909 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:03:54,978 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48124 | Status:SYSTEM
2025-09-12 15:03:55,007 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48124 | Status:SYSTEM
2025-09-12 15:03:59,871 - INFO - Event:RETRY_BATCH | Details:Processing 3 queued records | Status:SYSTEM
2025-09-12 15:04:12,041 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:14,139 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 4 | Status:SYSTEM
2025-09-12 15:04:19,155 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:21,261 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 5 | Status:SYSTEM
2025-09-12 15:04:24,223 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:26,321 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 6 | Status:SYSTEM
2025-09-12 15:04:27,704 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:29,815 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 7 | Status:SYSTEM
2025-09-12 15:04:32,513 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:34,635 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 8 | Status:SYSTEM
2025-09-12 15:04:35,809 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48124 | Status:SYSTEM
2025-09-12 15:04:35,810 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:36,684 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48126 | Status:SYSTEM
2025-09-12 15:04:36,931 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48126 | Status:SYSTEM
2025-09-12 15:04:37,323 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:39,448 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 9 | Status:SYSTEM
2025-09-12 15:04:49,775 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 15:04:51,889 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 10 | Status:SYSTEM
2025-09-12 15:05:07,225 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48126 | Status:SYSTEM
